uf,codigo_municipio,municipio,CÓDIGO DO MUNICÍPIO - IBGE,populacao,estabelecimentos_food_service,food_service_por_100mil,estabelecimentos_recentes,taxa_recencia,porte_dominante,porte_maior,taxa_porte_maior,Microempresa,Empresa de Pequeno Porte,Demais,Não informado,Não encontrado,segmento_dominante,total_segmentos,Alimentação preparada,Cantinas,Catering empresarial,Eventos e buffet,Lanchonetes,Outros Food Service,Padarias e confeitaria,Restaurantes
RS,8427,DOIS LAJEADOS,4306452.0,3156.0,23,728.7705956907478,4,17.391304347826086,Microempresa,0,0.0,23,0,0,0,0,Restaurantes,23,3,0,0,0,7,0,4,9
RS,7369,PINHAL,4314456.0,3039.0,23,756.8279039157618,11,47.82608695652174,Microempresa,2,8.695652173913043,21,2,0,0,0,Outros Food Service,23,3,0,0,1,3,7,5,4
MA,825,MAGALHAES DE ALMEIDA,2106300.0,13873.0,23,165.7896633749009,21,91.30434782608695,Microempresa,0,0.0,23,0,0,0,0,Lanchonetes,23,0,0,0,3,8,5,0,7
SP,6839,PEDRANOPOLIS,3536901.0,2863.0,23,803.3531260915124,8,34.78260869565217,Microempresa,0,0.0,23,0,0,0,0,Lanchonetes,23,2,0,0,0,16,5,0,0
SC,5563,VARGEM,4219150.0,2595.0,23,886.3198458574182,12,52.17391304347826,Microempresa,0,0.0,23,0,0,0,0,Lanchonetes,23,3,0,1,1,9,3,3,3
MG,4807,MARMELOPOLIS,3140407.0,3328.0,23,691.1057692307692,8,34.78260869565217,Microempresa,0,0.0,23,0,0,0,0,Lanchonetes,23,5,0,0,1,7,2,1,7
SC,8377,VIDAL RAMOS,4219200.0,6263.0,23,367.2361488104742,10,43.47826086956522,Microempresa,0,0.0,23,0,0,0,0,Lanchonetes,23,1,0,0,3,7,1,4,7
MG,4511,FELISBURGO,3125606.0,6558.0,23,350.71668191521803,6,26.08695652173913,Microempresa,0,0.0,23,0,0,0,0,Lanchonetes,23,3,0,0,1,12,0,4,3
MG,4741,LAGAMAR,3137106.0,6576.0,23,349.7566909975669,8,34.78260869565217,Microempresa,2,8.695652173913043,21,2,0,0,0,Lanchonetes,23,5,0,0,1,8,4,3,2
AM,285,URUCARA,1304302.0,19738.0,23,116.52649711216942,15,65.21739130434783,Microempresa,3,13.043478260869565,20,3,0,0,0,Lanchonetes,23,3,0,0,1,11,7,0,1
MG,4361,CONGONHAS DO NORTE,3118106.0,4920.0,23,467.479674796748,14,60.86956521739131,Microempresa,0,0.0,23,0,0,0,0,Restaurantes,23,1,0,1,0,3,5,2,11
SP,6561,ITAPURA,3523008.0,3990.0,23,576.4411027568923,9,39.130434782608695,Microempresa,0,0.0,23,0,0,0,0,Restaurantes,23,4,1,1,0,4,3,3,7
MG,752,VERDELANDIA,3171030.0,7706.0,23,298.4687256683104,12,52.17391304347826,Microempresa,0,0.0,23,0,0,0,0,Outros Food Service,23,4,0,1,3,3,6,0,6
RN,1875,TAIPU,2413904.0,11701.0,23,196.56439620545254,15,65.21739130434783,Microempresa,0,0.0,23,0,0,0,0,Outros Food Service,23,1,0,0,2,7,8,2,3
CE,1485,NOVA OLINDA,2309201.0,16126.0,23,142.6268138410021,8,34.78260869565217,Microempresa,1,4.3478260869565215,22,0,1,0,0,Restaurantes,23,0,0,1,0,8,2,3,9
PI,1013,ANISIO DE ABREU,2200707.0,9665.0,23,237.9720641489912,16,69.56521739130434,Microempresa,2,8.695652173913043,21,2,0,0,0,Lanchonetes,23,0,0,0,3,9,3,1,7
PR,7873,SAO JOAO DO CAIUA,4124905.0,5587.0,23,411.6699480937892,14,60.86956521739131,Microempresa,0,0.0,23,0,0,0,0,Lanchonetes,23,5,0,0,1,9,1,3,4
RS,5939,PONTAO,4314779.0,3345.0,23,687.593423019432,9,39.130434782608695,Microempresa,0,0.0,23,0,0,0,0,Alimentação preparada,23,5,0,1,0,5,4,4,4
PR,5475,FLOR DA SERRA DO SUL,4107850.0,4315.0,23,533.0243337195828,15,65.21739130434783,Microempresa,0,0.0,23,0,0,0,0,Lanchonetes,23,1,0,0,0,8,4,3,7
PR,5477,NOVA ESPERANCA DO SUDOESTE,4116950.0,5814.0,23,395.5968352253182,11,47.82608695652174,Microempresa,0,0.0,23,0,0,0,0,Lanchonetes,23,5,0,0,0,7,6,3,2
CE,1513,PENAFORTE,2310605.0,9403.0,23,244.60278634478357,8,34.78260869565217,Microempresa,0,0.0,23,0,0,0,0,Outros Food Service,23,1,0,1,1,5,6,4,5
TO,9711,MARIANOPOLIS DO TOCANTINS,1712504.0,4812.0,23,477.9717373233583,9,39.130434782608695,Microempresa,0,0.0,23,0,0,0,0,Lanchonetes,23,3,0,0,0,11,0,0,9
SP,6923,PRESIDENTE ALVES,3541109.0,3820.0,23,602.0942408376962,11,47.82608695652174,Microempresa,0,0.0,23,0,0,0,0,Lanchonetes,23,8,1,0,0,9,2,2,1
BA,3483,CORONEL JOAO SA,2909208.0,17602.0,23,130.66696966253835,15,65.21739130434783,Microempresa,0,0.0,23,0,0,0,0,Lanchonetes,23,3,0,0,1,6,5,2,6
MG,5149,SANTA EFIGENIA DE MINAS,3157500.0,4011.0,23,573.4230865120918,5,21.73913043478261,Microempresa,0,0.0,23,0,0,0,0,Lanchonetes,23,2,0,0,0,9,4,1,7
MG,630,JAPONVAR,3135357.0,8411.0,23,273.4514326477232,10,43.47826086956522,Microempresa,0,0.0,23,0,0,0,0,Outros Food Service,23,2,0,0,0,3,13,1,4
SE,3181,MOITA BONITA,2804102.0,11305.0,22,194.60415745245464,10,45.45454545454545,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,2,0,0,0,8,4,5,3
AL,2749,DOIS RIACHOS,2702504.0,9895.0,22,222.3345123799899,9,40.909090909090914,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,0,0,1,0,8,5,0,8
AL,2643,ESTRELA DE ALAGOAS,2702553.0,15683.0,22,140.27928330038895,12,54.54545454545454,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,0,0,1,2,6,6,2,5
TO,9721,NOVA ROSALANDIA,1715002.0,3362.0,22,654.3723973825105,9,40.909090909090914,Microempresa,0,0.0,22,0,0,0,0,Restaurantes,22,5,0,0,1,2,3,3,8
RS,8911,SERTAO,4320503.0,5630.0,22,390.7637655417406,7,31.818181818181817,Microempresa,0,0.0,22,0,0,0,0,Padarias e confeitaria,22,3,0,0,0,5,4,6,4
BA,3991,TANQUE NOVO,2931053.0,17815.0,22,123.49143979792309,8,36.36363636363637,Microempresa,1,4.545454545454546,21,1,0,0,0,Lanchonetes,22,0,2,0,1,8,2,1,8
GO,75,PEROLANDIA,5216452.0,2999.0,22,733.5778592864289,14,63.63636363636363,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,4,0,0,1,9,3,1,4
PR,7893,SAO PEDRO DO PARANA,4125902.0,2736.0,22,804.093567251462,8,36.36363636363637,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,2,0,1,2,7,4,0,6
MG,4915,ONCA DE PITANGUI,3145802.0,3021.0,22,728.2356835484939,7,31.818181818181817,Microempresa,0,0.0,22,0,0,0,0,Outros Food Service,22,3,0,0,0,5,9,2,3
RR,313,SAO JOAO DA BALIZA,1400506.0,10215.0,22,215.369554576603,6,27.27272727272727,Microempresa,0,0.0,22,0,0,0,0,Restaurantes,22,1,0,1,2,5,5,1,7
RR,32,IRACEMA,1400282.0,11098.0,22,198.23391602090467,12,54.54545454545454,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,3,0,0,2,10,5,0,2
MG,4303,CONCEICAO DA BARRA DE MINAS,3115201.0,3558.0,22,618.3249016301293,9,40.909090909090914,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,5,0,0,2,7,3,1,4
MG,4319,CHALE,3116001.0,6315.0,22,348.37688044338876,8,36.36363636363637,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,2,0,0,0,10,5,2,3
PE,2459,JATAUBA,2608008.0,16332.0,22,134.7048738672545,9,40.909090909090914,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,1,0,0,1,7,4,2,7
SC,8133,IBICARE,4206801.0,3287.0,22,669.3033160937024,5,22.727272727272727,Microempresa,0,0.0,22,0,0,0,0,Restaurantes,22,1,0,2,1,6,1,4,7
SC,8031,ARROIO TRINTA,4201604.0,3640.0,22,604.3956043956044,11,50.0,Microempresa,2,9.090909090909092,20,2,0,0,0,Lanchonetes,22,5,0,0,0,6,2,4,5
MG,4505,FARIA LEMOS,3125309.0,3222.0,22,682.8057107386716,8,36.36363636363637,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,5,1,0,0,9,3,1,3
SP,2983,MESOPOLIS,3529658.0,1992.0,22,1104.4176706827309,9,40.909090909090914,Microempresa,0,0.0,22,0,0,0,0,Restaurantes,22,3,2,0,0,2,5,2,8
PE,2515,PEDRA,2610806.0,23732.0,22,92.70183718186415,5,22.727272727272727,Microempresa,1,4.545454545454546,21,0,1,0,0,Restaurantes,22,5,0,0,1,4,2,2,8
PE,2557,SAO BENEDITO DO SUL,2612901.0,13435.0,22,163.7513956084853,11,50.0,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,2,0,0,0,8,4,0,8
MG,642,LEME DO PRADO,3138351.0,4343.0,22,506.5622841353903,8,36.36363636363637,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,3,0,1,0,7,4,1,6
RS,6069,BARRA DO GUARITA,4301859.0,3231.0,22,680.9037449705974,14,63.63636363636363,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,0,0,1,0,7,5,2,7
TO,9321,COUTO DE MAGALHAES,1706001.0,5563.0,22,395.47007010605785,11,50.0,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,2,0,0,0,9,3,0,8
BA,3345,ARATUIPE,2902302.0,9003.0,22,244.3629901144063,11,50.0,Microempresa,0,0.0,22,0,0,0,0,Restaurantes,22,2,0,0,1,2,7,1,9
MG,688,PINGO D'AGUA,3150539.0,4882.0,22,450.63498566161405,6,27.27272727272727,Microempresa,0,0.0,22,0,0,0,0,Padarias e confeitaria,22,4,0,1,1,4,4,5,3
MG,4329,CLARO DOS POCOES,3116506.0,7202.0,22,305.47070258261596,5,22.727272727272727,Microempresa,0,0.0,22,0,0,0,0,Restaurantes,22,5,0,1,0,4,3,0,9
BA,3019,PIRAI DO NORTE,2924678.0,11527.0,22,190.85625054220526,10,45.45454545454545,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,1,0,0,1,6,6,2,6
RS,7311,VILA FLORES,4323309.0,3741.0,22,588.0780539962577,11,50.0,Microempresa,4,18.181818181818183,18,3,1,0,0,Padarias e confeitaria,22,4,0,1,2,3,1,7,4
RS,8765,NOVA PALMA,4313102.0,5676.0,22,387.5968992248062,8,36.36363636363637,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,3,0,0,1,9,2,3,4
MG,4475,ENGENHEIRO NAVARRO,3123809.0,6336.0,22,347.22222222222223,10,45.45454545454545,Microempresa,0,0.0,22,0,0,0,0,Restaurantes,22,2,0,1,1,5,4,1,8
MG,4405,CRISTALIA,3120300.0,5103.0,22,431.1189496374682,12,54.54545454545454,Microempresa,0,0.0,22,0,0,0,0,Outros Food Service,22,0,1,0,2,6,8,1,4
AM,965,CAREIRO DA VARZEA,1301159.0,20081.0,22,109.5562969971615,7,31.818181818181817,Microempresa,1,4.545454545454546,21,1,0,0,0,Restaurantes,22,5,0,2,1,4,2,0,8
SC,8079,CAXAMBU DO SUL,4204103.0,4794.0,22,458.90696704213605,14,63.63636363636363,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,2,0,0,0,12,4,3,1
RO,43,SANTA LUZIA D'OESTE,1100296.0,7798.0,22,282.12362144139524,5,22.727272727272727,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,3,0,0,0,10,0,2,7
PB,2219,SERRARIA,2515906.0,4673.0,22,470.78964262786224,11,50.0,Microempresa,0,0.0,22,0,0,0,0,Restaurantes,22,2,0,3,0,2,3,5,7
MA,899,SANTA QUITERIA DO MARANHAO,2110104.0,24501.0,22,89.79225337741316,14,63.63636363636363,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,3,0,0,0,7,6,1,5
AL,2759,IBATEGUARA,2703007.0,13978.0,22,157.3901845757619,9,40.909090909090914,Microempresa,0,0.0,22,0,0,0,0,Outros Food Service,22,0,0,0,2,5,7,1,7
MS,9101,JATEI,5005103.0,3573.0,22,615.7290792051498,13,59.09090909090909,Microempresa,0,0.0,22,0,0,0,0,Restaurantes,22,0,0,1,1,5,4,2,9
BA,3487,COTEGIPE,2909406.0,13451.0,22,163.55661289123483,6,27.27272727272727,Microempresa,0,0.0,22,0,0,0,0,Outros Food Service,22,5,0,3,0,2,6,2,4
RS,7353,RIOZINHO,4315750.0,4574.0,22,480.9794490599038,3,13.636363636363635,Microempresa,2,9.090909090909092,20,0,2,0,0,Restaurantes,22,1,0,2,0,3,3,5,8
GO,9435,JAUPACI,5212006.0,2932.0,22,750.3410641200546,12,54.54545454545454,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,4,0,0,2,8,3,1,4
GO,9639,VARJAO,5221908.0,3772.0,22,583.2449628844115,12,54.54545454545454,Microempresa,0,0.0,22,0,0,0,0,Restaurantes,22,5,0,1,0,4,4,2,6
BA,3033,SAO JOSE DO JACUIPE,2929370.0,10594.0,22,207.66471587691146,5,22.727272727272727,Microempresa,0,0.0,22,0,0,0,0,Outros Food Service,22,0,0,0,2,5,11,3,1
BA,3035,SAO JOSE DA VITORIA,2929354.0,5415.0,22,406.2788550323176,8,36.36363636363637,Microempresa,0,0.0,22,0,0,0,0,Restaurantes,22,1,0,0,0,6,6,2,7
MG,4441,DIVINO DAS LARANJEIRAS,3122108.0,4110.0,22,535.279805352798,12,54.54545454545454,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,2,0,0,0,13,0,2,5
SP,6667,MAGDA,3528304.0,3210.0,22,685.3582554517134,9,40.909090909090914,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,1,0,2,0,8,8,2,1
MA,863,PENALVA,2108306.0,33463.0,22,65.7442548486388,15,68.18181818181817,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,0,0,2,2,8,4,4,2
RS,1020,TURUCU,4322327.0,3488.0,22,630.7339449541284,8,36.36363636363637,Microempresa,0,0.0,22,0,0,0,0,Alimentação preparada,22,5,1,0,0,5,1,5,5
TO,331,SANDOLANDIA,1718840.0,3927.0,22,560.2240896358544,6,27.27272727272727,Microempresa,0,0.0,22,0,0,0,0,Restaurantes,22,1,0,0,1,6,4,2,8
RN,432,SERRINHA DOS PINTOS,2413557.0,4818.0,22,456.62100456621005,10,45.45454545454545,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,0,0,0,0,11,3,2,6
AL,2883,TRAIPU,2709202.0,24099.0,22,91.29009502468982,12,54.54545454545454,Microempresa,2,9.090909090909092,20,2,0,0,0,Lanchonetes,22,3,0,0,0,7,6,1,5
SP,6407,ESTRELA DO NORTE,3515301.0,2752.0,22,799.4186046511628,12,54.54545454545454,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,4,0,0,0,10,3,1,4
SP,2975,ELISIARIO,3514924.0,3191.0,22,689.4390473205891,10,45.45454545454545,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,3,0,0,0,12,3,2,2
PR,7729,OURIZONA,4117404.0,3181.0,22,691.6064130776485,8,36.36363636363637,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,3,0,0,1,8,3,4,3
TO,351,LAJEADO,1712009.0,3595.0,22,611.961057023644,5,22.727272727272727,Microempresa,0,0.0,22,0,0,0,0,Restaurantes,22,0,0,0,2,6,4,0,10
MG,644,LUISBURGO,3138674.0,7281.0,22,302.1562972119214,12,54.54545454545454,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,0,0,0,2,10,1,0,9
MT,1094,SANTA CRUZ DO XINGU,5107743.0,2974.0,22,739.7444519166106,7,31.818181818181817,Microempresa,2,9.090909090909092,20,2,0,0,0,Restaurantes,22,4,0,1,1,3,3,0,10
BA,3517,FIRMINO ALVES,2910909.0,4981.0,22,441.67837783577596,7,31.818181818181817,Microempresa,1,4.545454545454546,21,0,1,0,0,Lanchonetes,22,2,0,0,1,10,3,1,5
BA,3073,ARATACA,2902252.0,10405.0,22,211.4368092263335,14,63.63636363636363,Microempresa,0,0.0,22,0,0,0,0,Restaurantes,22,5,0,0,0,5,2,3,7
SC,9975,URUPEMA,4218954.0,2771.0,22,793.9372067845544,4,18.181818181818183,Microempresa,0,0.0,22,0,0,0,0,Outros Food Service,22,1,0,0,0,6,8,0,7
MG,5161,SANTA MARIA DO SALTO,3158102.0,4752.0,22,462.96296296296293,9,40.909090909090914,Microempresa,0,0.0,22,0,0,0,0,Restaurantes,22,5,0,0,2,4,2,1,8
TO,9713,APARECIDA DO RIO NEGRO,1701101.0,5152.0,22,427.0186335403727,9,40.909090909090914,Microempresa,0,0.0,22,0,0,0,0,Restaurantes,22,0,0,1,2,5,0,2,12
TO,9469,MONTE DO CARMO,1713601.0,5614.0,22,391.8774492340577,15,68.18181818181817,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,0,0,0,2,11,1,1,7
TO,9619,TOCANTINIA,1721109.0,7851.0,22,280.21908037192713,8,36.36363636363637,Microempresa,0,0.0,22,0,0,0,0,Outros Food Service,22,0,0,0,3,7,8,0,4
MG,5001,PIAU,3150109.0,2853.0,22,771.1181212758501,3,13.636363636363635,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,0,0,0,1,8,3,2,8
RN,434,TENENTE LAURENTINO CRUZ,2414159.0,6183.0,22,355.8143296134562,8,36.36363636363637,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,2,0,1,1,7,5,2,4
PR,5519,SANTA MONICA,4123956.0,3348.0,22,657.1087216248507,12,54.54545454545454,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,4,0,0,0,6,4,5,3
RS,8609,COLORADO,4305603.0,3316.0,22,663.4499396863691,8,36.36363636363637,Microempresa,0,0.0,22,0,0,0,0,Padarias e confeitaria,22,3,0,2,0,4,5,6,2
PI,1169,PORTO,2208502.0,12332.0,22,178.39766461239054,8,36.36363636363637,Microempresa,1,4.545454545454546,21,1,0,0,0,Restaurantes,22,0,0,1,0,6,3,5,7
PA,487,MARAPANIM,1504406.0,28210.0,22,77.98652959943283,11,50.0,Microempresa,0,0.0,22,0,0,0,0,Outros Food Service,22,2,0,3,0,3,7,0,7
GO,9799,GOUVELANDIA,5209150.0,4271.0,22,515.1018496839147,11,50.0,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,4,0,2,0,8,2,0,6
BA,3609,ITAJU DO COLONIA,2915403.0,5742.0,22,383.1417624521073,10,45.45454545454545,Microempresa,1,4.545454545454546,21,1,0,0,0,Outros Food Service,22,3,0,0,0,0,10,5,4
PA,467,INHANGAPI,1503408.0,10813.0,22,203.4587995930824,6,27.27272727272727,Microempresa,0,0.0,22,0,0,0,0,Padarias e confeitaria,22,4,0,0,0,4,2,8,4
BA,3837,RIO DO ANTONIO,2926806.0,13469.0,22,163.33803548890043,3,13.636363636363635,Microempresa,0,0.0,22,0,0,0,0,Lanchonetes,22,1,0,0,0,10,2,5,4
SP,7185,TEJUPA,3554201.0,4098.0,21,512.4450951683748,6,28.57142857142857,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,3,0,0,0,11,4,2,1
PR,7959,GRANDES RIOS,4108700.0,5466.0,21,384.19319429198686,8,38.095238095238095,Microempresa,2,9.523809523809524,19,2,0,0,0,Lanchonetes,21,2,0,0,1,9,1,3,5
PE,2555,SANTA TEREZINHA,2612802.0,10464.0,21,200.68807339449543,9,42.857142857142854,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,2,0,0,2,5,5,3,4
SC,898,BOCAINA DO SUL,4202438.0,3660.0,21,573.7704918032787,4,19.047619047619047,Microempresa,0,0.0,21,0,0,0,0,Restaurantes,21,3,0,0,0,5,1,3,9
PB,498,POCO DE JOSE DE MOURA,2512077.0,4132.0,21,508.22846079380446,11,52.38095238095239,Microempresa,0,0.0,21,0,0,0,0,Restaurantes,21,2,0,1,0,4,4,4,6
PB,2123,PEDRA LAVRADA,2511103.0,6963.0,21,301.5941404566997,13,61.904761904761905,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,2,0,0,0,8,4,4,3
PB,1901,AGUA BRANCA,2500106.0,9582.0,21,219.16092673763305,11,52.38095238095239,Microempresa,1,4.761904761904762,20,1,0,0,0,Restaurantes,21,0,0,0,0,5,2,1,13
MG,5339,SERRANOS,3167004.0,2037.0,21,1030.9278350515465,7,33.33333333333333,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,5,0,0,0,8,1,5,2
MG,4597,IBITIURA DE MINAS,3129905.0,3441.0,21,610.2877070619006,8,38.095238095238095,Microempresa,0,0.0,21,0,0,0,0,Restaurantes,21,3,0,1,0,5,4,2,6
PE,2545,SALOA,2612307.0,14081.0,21,149.13713514665153,4,19.047619047619047,Microempresa,1,4.761904761904762,20,0,1,0,0,Lanchonetes,21,0,0,0,0,6,4,5,6
MA,206,PAULINO NEVES,2108058.0,17625.0,21,119.14893617021276,10,47.61904761904761,Microempresa,2,9.523809523809524,19,2,0,0,0,Restaurantes,21,3,0,0,0,1,4,1,12
RS,8803,PORTO LUCENA,4315008.0,4413.0,21,475.86675730795383,7,33.33333333333333,Microempresa,0,0.0,21,0,0,0,0,Padarias e confeitaria,21,3,0,0,0,3,3,7,5
TO,9345,DOIS IRMAOS DO TOCANTINS,1707207.0,6311.0,21,332.752337189035,8,38.095238095238095,Microempresa,3,14.285714285714285,18,3,0,0,0,Restaurantes,21,1,0,0,2,7,2,0,9
BA,3745,MUNIZ FERREIRA,2922201.0,7462.0,21,281.42589118198873,6,28.57142857142857,Microempresa,0,0.0,21,0,0,0,0,Restaurantes,21,2,0,0,4,3,4,0,8
MG,4721,JOANESIA,3136108.0,4191.0,21,501.0737294201861,7,33.33333333333333,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,1,0,0,2,9,3,3,3
MG,4727,JOAQUIM FELICIO,3136405.0,3847.0,21,545.8799064205874,6,28.57142857142857,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,4,0,0,0,7,2,4,4
CE,1521,PORANGA,2311009.0,12458.0,21,168.56638304703804,13,61.904761904761905,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,2,0,0,1,7,6,2,3
BA,3767,OURICANGAS,2923308.0,7912.0,21,265.4196157735086,4,19.047619047619047,Microempresa,2,9.523809523809524,19,0,2,0,0,Restaurantes,21,3,0,0,0,4,6,1,7
MG,4493,ESTRELA DO INDAIA,3124708.0,2674.0,21,785.3403141361256,9,42.857142857142854,Microempresa,0,0.0,21,0,0,0,0,Outros Food Service,21,3,0,0,0,5,6,4,3
AM,237,SANTA ISABEL DO RIO NEGRO,1303601.0,13724.0,21,153.0166132322938,14,66.66666666666666,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,1,0,0,1,8,6,1,4
SC,8099,DONA EMMA,4205100.0,4482.0,21,468.5408299866131,4,19.047619047619047,Microempresa,2,9.523809523809524,19,2,0,0,0,Lanchonetes,21,2,0,0,0,9,4,4,2
PE,2495,OROCO,2609808.0,14157.0,21,148.33651197287563,6,28.57142857142857,Microempresa,1,4.761904761904762,20,1,0,0,0,Outros Food Service,21,1,1,0,0,4,8,3,4
AL,2645,PARICONHA,2706422.0,10809.0,21,194.2825423258396,5,23.809523809523807,Microempresa,1,4.761904761904762,20,1,0,0,0,Restaurantes,21,4,0,0,0,3,3,3,8
RR,26,AMAJARI,1400027.0,16647.0,21,126.14885564966661,7,33.33333333333333,Microempresa,1,4.761904761904762,20,1,0,0,0,Restaurantes,21,3,0,0,0,4,1,0,13
CE,1557,SENADOR SA,2312809.0,7581.0,21,277.0083102493075,10,47.61904761904761,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,3,0,0,1,9,2,1,5
PI,398,SEBASTIAO LEAL,2210631.0,4606.0,21,455.9270516717325,12,57.14285714285714,Microempresa,1,4.761904761904762,20,1,0,0,0,Restaurantes,21,3,0,0,0,3,5,0,10
PR,5527,RAMILANDIA,4121257.0,4284.0,21,490.19607843137254,12,57.14285714285714,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,5,0,0,0,8,5,2,1
RS,5951,LAGOA DOS TRES CANTOS,4311270.0,1781.0,21,1179.1128579449746,9,42.857142857142854,Microempresa,1,4.761904761904762,20,1,0,0,0,Padarias e confeitaria,21,5,0,0,0,2,3,7,4
SP,826,TRABIJU,3554755.0,1728.0,21,1215.2777777777778,7,33.33333333333333,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,0,0,0,0,14,3,1,3
MG,5089,RIACHO DOS MACHADOS,3154507.0,8831.0,21,237.79866379798437,8,38.095238095238095,Microempresa,2,9.523809523809524,19,0,2,0,0,Restaurantes,21,1,0,2,0,5,3,3,7
RS,8789,PEJUCARA,4314308.0,3817.0,21,550.1702908042965,11,52.38095238095239,Microempresa,0,0.0,21,0,0,0,0,Alimentação preparada,21,6,0,0,0,5,2,4,4
RN,426,PORTO DO MANGUE,2410256.0,5345.0,21,392.89055191768006,6,28.57142857142857,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,5,2,0,1,6,1,0,6
AC,645,BUJARI,1200138.0,14076.0,21,149.19011082693947,11,52.38095238095239,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,6,0,1,0,7,1,0,6
PR,7619,ITAUNA DO SUL,4111308.0,3606.0,21,582.3627287853577,8,38.095238095238095,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,7,0,0,0,10,2,1,1
MG,5073,QUARTEL GERAL,3153707.0,3227.0,21,650.759219088937,6,28.57142857142857,Microempresa,0,0.0,21,0,0,0,0,Restaurantes,21,0,0,0,0,6,2,6,7
RS,8889,SAO PAULO DAS MISSOES,4319307.0,5943.0,21,353.35689045936397,6,28.57142857142857,Microempresa,0,0.0,21,0,0,0,0,Padarias e confeitaria,21,2,1,0,2,5,2,6,3
PA,62,QUATIPURU,1506112.0,11807.0,21,177.86059117472686,13,61.904761904761905,Microempresa,0,0.0,21,0,0,0,0,Restaurantes,21,2,0,2,0,5,4,2,6
PA,66,SAPUCAIA,1507755.0,6261.0,21,335.40967896502156,15,71.42857142857143,Microempresa,1,4.761904761904762,20,1,0,0,0,Restaurantes,21,1,0,0,0,4,4,4,8
BA,3603,ITAGI,2915106.0,14737.0,21,142.49847323064398,9,42.857142857142854,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,2,0,1,0,5,5,4,4
SC,8293,RIO FORTUNA,4214904.0,5081.0,21,413.3044676244833,8,38.095238095238095,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,2,0,1,0,11,1,3,3
PI,2249,COLONIA DO GURGUEIA,2202752.0,6301.0,21,333.2804316775115,15,71.42857142857143,Microempresa,0,0.0,21,0,0,0,0,Restaurantes,21,2,0,0,0,5,4,4,6
RS,8565,CAIBATE,4303301.0,4795.0,21,437.9562043795621,9,42.857142857142854,Microempresa,0,0.0,21,0,0,0,0,Alimentação preparada,21,6,0,1,1,4,2,4,3
CE,1269,PIRES FERREIRA,2310951.0,11014.0,21,190.666424550572,8,38.095238095238095,Microempresa,0,0.0,21,0,0,0,0,Lanchonetes,21,4,0,0,1,5,2,4,5
